4117;Cuevas Del Lino;CUEVAS DEL LINO;Andalucia;Provincia de Almería
4117;Los Nietos;LOS NIETOS;Andalucia;Provincia de Almería
4117;Pueblo Blanco;PUEBLO BLANCO;Andalucia;Provincia de Almería
4117;El Barranquete;EL BARRANQUETE;Andalucia;Provincia de Almería
4117;Los Grillos;LOS GRILLOS;Andalucia;Provincia de Almería
4117;Presillas Bajas;PRESILLAS BAJAS;Andalucia;Provincia de Almería
4117;San Isidro De Nijar;SAN ISIDRO DE NIJAR;Andalucia;Provincia de Almería
4118;La Isleta;LA ISLETA;Andalucia;Provincia de Almería
4118;Los Escullos;LOS ESCULLOS;Andalucia;Provincia de Almería
4118;San Jose;SAN JOSE;Andalucia;Provincia de Almería
4119;Huebro;HUEBRO;Andalucia;Provincia de Almería
4120;La Cañada De San Urbano;LA CAÑADA DE SAN URBANO;Andalucia;Provincia de Almería
4120;Loma Cabrera;LOMA CABRERA;Andalucia;Provincia de Almería
4120;El Mami;EL MAMI;Andalucia;Provincia de Almería
4120;Venta Gaspar;VENTA GASPAR;Andalucia;Provincia de Almería
4120;El Bobar;EL BOBAR;Andalucia;Provincia de Almería
4120;Costacabana;COSTACABANA;Andalucia;Provincia de Almería
4130;El Alquian;EL ALQUIAN;Andalucia;Provincia de Almería
4131;Retamar;RETAMAR;Andalucia;Provincia de Almería
4140;La Cañada De Don Rodrigo;LA CAÑADA DE DON RODRIGO;Andalucia;Provincia de Almería
4140;Carboneras;CARBONERAS;Andalucia;Provincia de Almería
4149;El Cumbrero;EL CUMBRERO;Andalucia;Provincia de Almería
4149;Los Alamillos;LOS ALAMILLOS;Andalucia;Provincia de Almería
4149;El Llano De Don Antonio;EL LLANO DE DON ANTONIO;Andalucia;Provincia de Almería
4149;El Saltador Bajo;EL SALTADOR BAJO;Andalucia;Provincia de Almería
4149;Gafares (Carboneras);GAFARES (CARBONERAS);Andalucia;Provincia de Almería
4149;La Mesa Roldan;LA MESA ROLDAN;Andalucia;Provincia de Almería
4149;Gafares (Sorbas);GAFARES (SORBAS);Andalucia;Provincia de Almería
4149;El Argamason;EL ARGAMASON;Andalucia;Provincia de Almería
4149;Aguamarga;AGUAMARGA;Andalucia;Provincia de Almería
4149;La Cueva Del Pajaro;LA CUEVA DEL PAJARO;Andalucia;Provincia de Almería
4149;El Saltador Alto;EL SALTADOR ALTO;Andalucia;Provincia de Almería
4149;El Cañarico;EL CAÑARICO;Andalucia;Provincia de Almería
4149;La Islica;LA ISLICA;Andalucia;Provincia de Almería
4150;Rambla Morales;RAMBLA MORALES;Andalucia;Provincia de Almería
4150;El Cabo De Gata;EL CABO DE GATA;Andalucia;Provincia de Almería
4151;Ruescas (Nijar);RUESCAS (NIJAR);Andalucia;Provincia de Almería
4151;Pujaire (Nijar);PUJAIRE (NIJAR);Andalucia;Provincia de Almería
4151;Mazarrulleque;MAZARRULLEQUE;Andalucia;Provincia de Almería
4151;Ruescas (Almeria);RUESCAS (ALMERIA);Andalucia;Provincia de Almería
4151;La Fabriquilla;LA FABRIQUILLA;Andalucia;Provincia de Almería
4151;Pujaire (Almeria);PUJAIRE (ALMERIA);Andalucia;Provincia de Almería
4160;Cuevas De Los Ubedas;CUEVAS DE LOS UBEDAS;Andalucia;Provincia de Almería
4160;Cuevas De Los Medinas;CUEVAS DE LOS MEDINAS;Andalucia;Provincia de Almería
4200;Tabernas;TABERNAS;Andalucia;Provincia de Almería
4200;Cartero;CARTERO;Andalucia;Provincia de Almería
4200;Espeliz;ESPELIZ;Andalucia;Provincia de Almería
4200;Nudos, Los (Tabernas);NUDOS, LOS (TABERNAS);Andalucia;Provincia de Almería
4200;Joluque;JOLUQUE;Andalucia;Provincia de Almería
4200;Oro Verde;ORO VERDE;Andalucia;Provincia de Almería
4200;Puente De Guayar;PUENTE DE GUAYAR;Andalucia;Provincia de Almería
4210;Lucainena De Las Torres;LUCAINENA DE LAS TORRES;Andalucia;Provincia de Almería
4211;Saltador, El (Lucainena De Las Torres);SALTADOR, EL (LUCAINENA DE LAS TORRES);Andalucia;Provincia de Almería
4211;Turrillas;TURRILLAS;Andalucia;Provincia de Almería
4211;Los Encalmados;LOS ENCALMADOS;Andalucia;Provincia de Almería
4211;La Vega;LA VEGA;Andalucia;Provincia de Almería
4211;Los Pichiriches;LOS PICHIRICHES;Andalucia;Provincia de Almería
4211;Rambla Honda, La (Lucainena De Las Torres);RAMBLA HONDA, LA (LUCAINENA DE LAS TORRES);Andalucia;Provincia de Almería
4211;Los Olivillos;LOS OLIVILLOS;Andalucia;Provincia de Almería
4211;Los Retacos;LOS RETACOS;Andalucia;Provincia de Almería
4211;Los Yesos;LOS YESOS;Andalucia;Provincia de Almería
4212;Velefique;VELEFIQUE;Andalucia;Provincia de Almería
4212;Olula De Castro;OLULA DE CASTRO;Andalucia;Provincia de Almería
4212;Castro De Filabres;CASTRO DE FILABRES;Andalucia;Provincia de Almería
4212;El Tallon Bajo;EL TALLON BAJO;Andalucia;Provincia de Almería
4212;Pago Aguilar Bajo;PAGO AGUILAR BAJO;Andalucia;Provincia de Almería
4213;Senes;SENES;Andalucia;Provincia de Almería
4213;Moraton;MORATON;Andalucia;Provincia de Almería
4213;Nudos, Los (Senes);NUDOS, LOS (SENES);Andalucia;Provincia de Almería
4230;Club De Tenis (Urbanizacion);CLUB DE TENIS (URBANIZACION);Andalucia;Provincia de Almería
4230;El Carmen;EL CARMEN;Andalucia;Provincia de Almería
4230;Fuensanta, La (Huercal);FUENSANTA, LA (HUERCAL);Andalucia;Provincia de Almería
4230;Las Cumbres;LAS CUMBRES;Andalucia;Provincia de Almería
4230;Huercal De Almeria;HUERCAL DE ALMERIA;Andalucia;Provincia de Almería
4240;La Juaida;LA JUAIDA;Andalucia;Provincia de Almería
4240;Viator;VIATOR;Andalucia;Provincia de Almería
4240;Campamento;CAMPAMENTO;Andalucia;Provincia de Almería
4250;Pechina;PECHINA;Andalucia;Provincia de Almería
4259;Sierra Alhamilla;SIERRA ALHAMILLA;Andalucia;Provincia de Almería
4260;Abriojal;ABRIOJAL;Andalucia;Provincia de Almería
4260;Rioja;RIOJA;Andalucia;Provincia de Almería
4260;Marraque;MARRAQUE;Andalucia;Provincia de Almería
4270;La Cumbre;LA CUMBRE;Andalucia;Provincia de Almería
4270;Cinta Blanca;CINTA BLANCA;Andalucia;Provincia de Almería
4270;Molinos, Los (Sorbas);MOLINOS, LOS (SORBAS);Andalucia;Provincia de Almería
4270;Garrido;GARRIDO;Andalucia;Provincia de Almería
4270;Sorbas;SORBAS;Andalucia;Provincia de Almería
4270;Hueli;HUELI;Andalucia;Provincia de Almería
4270;Pilar, El (Sorbas);PILAR, EL (SORBAS);Andalucia;Provincia de Almería
4270;Los Mañas;LOS MAÑAS;Andalucia;Provincia de Almería
4271;La Mela;LA MELA;Andalucia;Provincia de Almería
4271;El Sacristan;EL SACRISTAN;Andalucia;Provincia de Almería
4271;El Chive;EL CHIVE;Andalucia;Provincia de Almería
4271;El Pilar;EL PILAR;Andalucia;Provincia de Almería
4271;Los Matreros;LOS MATREROS;Andalucia;Provincia de Almería
4271;Los Dioses;LOS DIOSES;Andalucia;Provincia de Almería
4271;Puntal, El (Lubrin);PUNTAL, EL (LUBRIN);Andalucia;Provincia de Almería
4271;Breña;BREÑA;Andalucia;Provincia de Almería
4271;La Alameda;LA ALAMEDA;Andalucia;Provincia de Almería
4271;Los Jarales;LOS JARALES;Andalucia;Provincia de Almería
4271;La Rambla Aljibe;LA RAMBLA ALJIBE;Andalucia;Provincia de Almería
4271;Lubrin;LUBRIN;Andalucia;Provincia de Almería
4271;Rambla Honda, La (Lubrin);RAMBLA HONDA, LA (LUBRIN);Andalucia;Provincia de Almería
4271;El Fonte;EL FONTE;Andalucia;Provincia de Almería
4271;Fuenblanquilla;FUENBLANQUILLA;Andalucia;Provincia de Almería
4271;El Campico De Las Moletas;EL CAMPICO DE LAS MOLETAS;Andalucia;Provincia de Almería
4271;Jauro (Lubrin);JAURO (LUBRIN);Andalucia;Provincia de Almería
4271;Marchal, El (Lubrin);MARCHAL, EL (LUBRIN);Andalucia;Provincia de Almería
4271;Martinez, Los (Sorbas);MARTINEZ, LOS (SORBAS);Andalucia;Provincia de Almería
4271;Las Moletas;LAS MOLETAS;Andalucia;Provincia de Almería
4271;Los Risas;LOS RISAS;Andalucia;Provincia de Almería
4271;Los Herrera;LOS HERRERA;Andalucia;Provincia de Almería
4271;Los Ramos;LOS RAMOS;Andalucia;Provincia de Almería
4271;Pocico, El (Lubrin);POCICO, EL (LUBRIN);Andalucia;Provincia de Almería
4271;El Saeti;EL SAETI;Andalucia;Provincia de Almería
4274;La Canal;LA CANAL;Andalucia;Provincia de Almería
4274;Los Morales;LOS MORALES;Andalucia;Provincia de Almería
4274;Rincon, El (Uleila Del Campo);RINCON, EL (ULEILA DEL CAMPO);Andalucia;Provincia de Almería
4274;La Fuentecilla;LA FUENTECILLA;Andalucia;Provincia de Almería
4274;Marchal, El (Uleila Del Campo);MARCHAL, EL (ULEILA DEL CAMPO);Andalucia;Provincia de Almería
4274;Zofre;ZOFRE;Andalucia;Provincia de Almería
4275;Tahal;TAHAL;Andalucia;Provincia de Almería
4275;Los Arroyos;LOS ARROYOS;Andalucia;Provincia de Almería
4275;Benitorafe;BENITORAFE;Andalucia;Provincia de Almería
4275;Cocon Del Peral;COCON DEL PERAL;Andalucia;Provincia de Almería
4276;Alcudia De Monteagud;ALCUDIA DE MONTEAGUD;Andalucia;Provincia de Almería
4276;Benizalon;BENIZALON;Andalucia;Provincia de Almería
4276;Benitagla;BENITAGLA;Andalucia;Provincia de Almería
4276;Rambla Del Marques;RAMBLA DEL MARQUES;Andalucia;Provincia de Almería
4276;La Fuente De La Higuera;LA FUENTE DE LA HIGUERA;Andalucia;Provincia de Almería
4277;El Salto Del Lobo;EL SALTO DEL LOBO;Andalucia;Provincia de Almería
4277;Gacia Alto;GACIA ALTO;Andalucia;Provincia de Almería
4277;Los Loberos;LOS LOBEROS;Andalucia;Provincia de Almería
4277;Varguicas;VARGUICAS;Andalucia;Provincia de Almería
4277;Gacia Bajo;GACIA BAJO;Andalucia;Provincia de Almería
4277;Royo Morera (Turre);ROYO MORERA (TURRE);Andalucia;Provincia de Almería
4277;Carrasco;CARRASCO;Andalucia;Provincia de Almería
4277;Marchalico Viñicas;MARCHALICO VIÑICAS;Andalucia;Provincia de Almería
4277;Gafarillos;GAFARILLOS;Andalucia;Provincia de Almería
4277;La Rondeña;LA RONDEÑA;Andalucia;Provincia de Almería
4277;Peñas Negras;PEÑAS NEGRAS;Andalucia;Provincia de Almería
4277;Campico;CAMPICO;Andalucia;Provincia de Almería
4277;El Tesoro;EL TESORO;Andalucia;Provincia de Almería
4277;Urra;URRA;Andalucia;Provincia de Almería
4277;Mizala;MIZALA;Andalucia;Provincia de Almería
4277;Herradura;HERRADURA;Andalucia;Provincia de Almería
4277;Los Perales;LOS PERALES;Andalucia;Provincia de Almería
4278;Cariatiz;CARIATIZ;Andalucia;Provincia de Almería
4278;Los Castaños;LOS CASTAÑOS;Andalucia;Provincia de Almería
4278;Los Alias;LOS ALIAS;Andalucia;Provincia de Almería
4278;Los Andreses;LOS ANDRESES;Andalucia;Provincia de Almería
4279;Uleila Del Campo;ULEILA DEL CAMPO;Andalucia;Provincia de Almería
4279;Barranco De Los Lobos;BARRANCO DE LOS LOBOS;Andalucia;Provincia de Almería
4279;Moras;MORAS;Andalucia;Provincia de Almería
4279;El Mayordomo;EL MAYORDOMO;Andalucia;Provincia de Almería
4279;La Tejica;LA TEJICA;Andalucia;Provincia de Almería
4279;Albarracin;ALBARRACIN;Andalucia;Provincia de Almería
4279;El Rincon Del Marques;EL RINCON DEL MARQUES;Andalucia;Provincia de Almería
4279;El Pilarico;EL PILARICO;Andalucia;Provincia de Almería
4279;Gochar;GOCHAR;Andalucia;Provincia de Almería
4279;Quijiliana;QUIJILIANA;Andalucia;Provincia de Almería
4280;Los Gallardos;LOS GALLARDOS;Andalucia;Provincia de Almería
4288;Alfaix;ALFAIX;Andalucia;Provincia de Almería
4288;Bedar;BEDAR;Andalucia;Provincia de Almería
4288;El Campico;EL CAMPICO;Andalucia;Provincia de Almería
4288;Los Pinos;LOS PINOS;Andalucia;Provincia de Almería
4288;La Perulaca;LA PERULACA;Andalucia;Provincia de Almería
4288;El Albarico;EL ALBARICO;Andalucia;Provincia de Almería
4288;El Pinar;EL PINAR;Andalucia;Provincia de Almería
4288;Los Collados;LOS COLLADOS;Andalucia;Provincia de Almería
4288;La Serena;LA SERENA;Andalucia;Provincia de Almería
4289;Los Giles;LOS GILES;Andalucia;Provincia de Almería
4289;La Huelga;LA HUELGA;Andalucia;Provincia de Almería
4289;Almocaizar;ALMOCAIZAR;Andalucia;Provincia de Almería
4289;La Herreria;LA HERRERIA;Andalucia;Provincia de Almería
4400;Alhama De Almeria;ALHAMA DE ALMERIA;Andalucia;Provincia de Almería
4400;Huechar;HUECHAR;Andalucia;Provincia de Almería
4409;Alicun;ALICUN;Andalucia;Provincia de Almería
4409;Huecija;HUECIJA;Andalucia;Provincia de Almería
4410;Benahadux;BENAHADUX;Andalucia;Provincia de Almería
4410;El Chuche;EL CHUCHE;Andalucia;Provincia de Almería
4420;Santa Fe De Mondujar;SANTA FE DE MONDUJAR;Andalucia;Provincia de Almería
4420;La Calderona;LA CALDERONA;Andalucia;Provincia de Almería
4420;Mondujar;MONDUJAR;Andalucia;Provincia de Almería
4430;Instincion;INSTINCION;Andalucia;Provincia de Almería
4431;Illar;ILLAR;Andalucia;Provincia de Almería
4440;Ragol;RAGOL;Andalucia;Provincia de Almería
4450;La Barriada De Alcora;LA BARRIADA DE ALCORA;Andalucia;Provincia de Almería
4450;Canjayar;CANJAYAR;Andalucia;Provincia de Almería
4458;Almocita;ALMOCITA;Andalucia;Provincia de Almería
4458;Padules;PADULES;Andalucia;Provincia de Almería
4458;Beires;BEIRES;Andalucia;Provincia de Almería
4459;Tices;TICES;Andalucia;Provincia de Almería
4459;Ohanes;OHANES;Andalucia;Provincia de Almería
4460;Fondon;FONDON;Andalucia;Provincia de Almería
4470;Laujar De Andarax;LAUJAR DE ANDARAX;Andalucia;Provincia de Almería
4479;Bayarcal;BAYARCAL;Andalucia;Provincia de Almería
4479;Benecid;BENECID;Andalucia;Provincia de Almería
4479;Guarros;GUARROS;Andalucia;Provincia de Almería
4479;Paterna Del Rio;PATERNA DEL RIO;Andalucia;Provincia de Almería
4479;Fuente Victoria;FUENTE VICTORIA;Andalucia;Provincia de Almería
4480;Alcolea;ALCOLEA;Andalucia;Provincia de Almería
4500;Fiñana;FIÑANA;Andalucia;Provincia de Almería
4500;La Heredad;LA HEREDAD;Andalucia;Provincia de Almería
4500;Norias, Las (Fiñana);NORIAS, LAS (FIÑANA);Andalucia;Provincia de Almería
4510;Las Adelfas;LAS ADELFAS;Andalucia;Provincia de Almería
4510;El Camino Real;EL CAMINO REAL;Andalucia;Provincia de Almería
4510;Abla;ABLA;Andalucia;Provincia de Almería
4510;Los Milanes;LOS MILANES;Andalucia;Provincia de Almería
4510;Montagon;MONTAGON;Andalucia;Provincia de Almería
4520;Abrucena;ABRUCENA;Andalucia;Provincia de Almería
4530;Soleres, Les;SOLERES, LES;Andalucia;Provincia de Almería
4530;Ocaña;OCAÑA;Andalucia;Provincia de Almería
4530;Doña Maria De Ocaña;DOÑA MARIA DE OCAÑA;Andalucia;Provincia de Almería
4531;Alboloduy;ALBOLODUY;Andalucia;Provincia de Almería
4532;Cortijo Real;CORTIJO REAL;Andalucia;Provincia de Almería
4532;El Haza Del Riego;EL HAZA DEL RIEGO;Andalucia;Provincia de Almería
4532;Santillana;SANTILLANA;Andalucia;Provincia de Almería
4532;Escullar;ESCULLAR;Andalucia;Provincia de Almería
4533;Los Monjos;LOS MONJOS;Andalucia;Provincia de Almería
4533;Pago De Escuchagrano;PAGO DE ESCUCHAGRANO;Andalucia;Provincia de Almería
4540;Nacimiento;NACIMIENTO;Andalucia;Provincia de Almería
4540;Los Sanchos;LOS SANCHOS;Andalucia;Provincia de Almería
4549;Gilma;GILMA;Andalucia;Provincia de Almería
4549;Los Rojas;LOS ROJAS;Andalucia;Provincia de Almería
4549;Las Piletas;LAS PILETAS;Andalucia;Provincia de Almería
4549;Aulago;AULAGO;Andalucia;Provincia de Almería
4549;Los Navarros;LOS NAVARROS;Andalucia;Provincia de Almería
4550;Arroyo De Verdelecho;ARROYO DE VERDELECHO;Andalucia;Provincia de Almería
4550;Fuente Santa;FUENTE SANTA;Andalucia;Provincia de Almería
4550;Gergal;GERGAL;Andalucia;Provincia de Almería
4550;Portocarrero;PORTOCARRERO;Andalucia;Provincia de Almería
4550;El Calar Alto;EL CALAR ALTO;Andalucia;Provincia de Almería
4550;El Cortijo Alto;EL CORTIJO ALTO;Andalucia;Provincia de Almería
4558;Las Alcubillas Altas;LAS ALCUBILLAS ALTAS;Andalucia;Provincia de Almería
4558;Las Alcubillas;LAS ALCUBILLAS;Andalucia;Provincia de Almería
4559;Las Tablas;LAS TABLAS;Andalucia;Provincia de Almería
4559;Las Aneas;LAS ANEAS;Andalucia;Provincia de Almería
4559;El Almendral;EL ALMENDRAL;Andalucia;Provincia de Almería
4560;Gador;GADOR;Andalucia;Provincia de Almería
4560;Paulenca;PAULENCA;Andalucia;Provincia de Almería
4560;Las Minas;LAS MINAS;Andalucia;Provincia de Almería
4560;El Ruini;EL RUINI;Andalucia;Provincia de Almería
4560;Moscolux;MOSCOLUX;Andalucia;Provincia de Almería
4567;Alhabia;ALHABIA;Andalucia;Provincia de Almería
4568;Alsodux;ALSODUX;Andalucia;Provincia de Almería
4568;Santa Cruz De Marchena;SANTA CRUZ DE MARCHENA;Andalucia;Provincia de Almería
4569;Terque;TERQUE;Andalucia;Provincia de Almería
4569;Bentarique;BENTARIQUE;Andalucia;Provincia de Almería
4600;Huercal-Overa;HUERCAL-OVERA;Andalucia;Provincia de Almería
4600;San Francisco;SAN FRANCISCO;Andalucia;Provincia de Almería
4600;Los Carmonas;LOS CARMONAS;Andalucia;Provincia de Almería
4610;Calguerin;CALGUERIN;Andalucia;Provincia de Almería
4610;El Realengo;EL REALENGO;Andalucia;Provincia de Almería
4610;Era Alta;ERA ALTA;Andalucia;Provincia de Almería
4610;Cuevas Del Almanzora;CUEVAS DEL ALMANZORA;Andalucia;Provincia de Almería
4610;Cuatro Higueras (Cuevas Del Almanzora);CUATRO HIGUERAS (CUEVAS DEL ALMANZORA);Andalucia;Provincia de Almería
4610;La Algarrobina;LA ALGARROBINA;Andalucia;Provincia de Almería
4610;Fuente Jaula;FUENTE JAULA;Andalucia;Provincia de Almería
4610;Cirera;CIRERA;Andalucia;Provincia de Almería
4610;El Molino Del Tarahal;EL MOLINO DEL TARAHAL;Andalucia;Provincia de Almería
4610;El Rulador;EL RULADOR;Andalucia;Provincia de Almería
4610;Las Rozas;LAS ROZAS;Andalucia;Provincia de Almería
4610;El Arteal;EL ARTEAL;Andalucia;Provincia de Almería
4616;Villaricos;VILLARICOS;Andalucia;Provincia de Almería
4617;Palomares;PALOMARES;Andalucia;Provincia de Almería
4618;La Muleria;LA MULERIA;Andalucia;Provincia de Almería
4618;Burjulu;BURJULU;Andalucia;Provincia de Almería
4618;Rioja (Palomares);RIOJA (PALOMARES);Andalucia;Provincia de Almería
4618;Las Orillas;LAS ORILLAS;Andalucia;Provincia de Almería
4618;El Martinete;EL MARTINETE;Andalucia;Provincia de Almería
4618;El Tomillar;EL TOMILLAR;Andalucia;Provincia de Almería
4618;Las Herrerias;LAS HERRERIAS;Andalucia;Provincia de Almería
4618;Los Pocos Bollos;LOS POCOS BOLLOS;Andalucia;Provincia de Almería
4618;El Morro;EL MORRO;Andalucia;Provincia de Almería
4618;Algarrobos, Los (Palomares);ALGARROBOS, LOS (PALOMARES);Andalucia;Provincia de Almería
4618;Las Cunas;LAS CUNAS;Andalucia;Provincia de Almería
4618;Silos, Los (Cuevas Del Almanzora);SILOS, LOS (CUEVAS DEL ALMANZORA);Andalucia;Provincia de Almería
4618;Aljarilla;ALJARILLA;Andalucia;Provincia de Almería
4618;La Cañada De Lorca;LA CAÑADA DE LORCA;Andalucia;Provincia de Almería
4619;Grima;GRIMA;Andalucia;Provincia de Almería
4619;El Alhanchete;EL ALHANCHETE;Andalucia;Provincia de Almería
4619;El Largo;EL LARGO;Andalucia;Provincia de Almería
4619;Jucaini;JUCAINI;Andalucia;Provincia de Almería
4619;Los Lobos;LOS LOBOS;Andalucia;Provincia de Almería
4619;Arnilla;ARNILLA;Andalucia;Provincia de Almería
4619;Los Perdigones;LOS PERDIGONES;Andalucia;Provincia de Almería
4619;Guazamara;GUAZAMARA;Andalucia;Provincia de Almería
4619;La Portilla;LA PORTILLA;Andalucia;Provincia de Almería
4619;Jordana;JORDANA;Andalucia;Provincia de Almería
4619;Las Cupillas;LAS CUPILLAS;Andalucia;Provincia de Almería
4620;Vera;VERA;Andalucia;Provincia de Almería
4621;Puerto Rey;PUERTO REY;Andalucia;Provincia de Almería
4621;Las Marinas;LAS MARINAS;Andalucia;Provincia de Almería
4621;Vera-Playa;VERA-PLAYA;Andalucia;Provincia de Almería
4628;La Fuente Abad;LA FUENTE ABAD;Andalucia;Provincia de Almería
4628;Antas;ANTAS;Andalucia;Provincia de Almería
4628;El Real;EL REAL;Andalucia;Provincia de Almería
4628;Los Llanos Del Mayor;LOS LLANOS DEL MAYOR;Andalucia;Provincia de Almería
4629;Aljariz;ALJARIZ;Andalucia;Provincia de Almería
4629;La Huerta;LA HUERTA;Andalucia;Provincia de Almería
4629;Jauro (Antas);JAURO (ANTAS);Andalucia;Provincia de Almería
4630;Garrucha;GARRUCHA;Andalucia;Provincia de Almería
4638;El Agua Del Medio;EL AGUA DEL MEDIO;Andalucia;Provincia de Almería
4638;Parata, La (Mojacar);PARATA, LA (MOJACAR);Andalucia;Provincia de Almería
4638;Mojacar;MOJACAR;Andalucia;Provincia de Almería
4638;Alparatas;ALPARATAS;Andalucia;Provincia de Almería
4638;Las Cuartillas;LAS CUARTILLAS;Andalucia;Provincia de Almería
4638;La Alcantarilla;LA ALCANTARILLA;Andalucia;Provincia de Almería
4639;Turre;TURRE;Andalucia;Provincia de Almería
4639;La Fuente Del Royo;LA FUENTE DEL ROYO;Andalucia;Provincia de Almería
4639;El Cortijo Grande;EL CORTIJO GRANDE;Andalucia;Provincia de Almería
4640;Molino, El (Pulpi);MOLINO, EL (PULPI);Andalucia;Provincia de Almería
4640;Pozo Del Esparto (Pulpi);POZO DEL ESPARTO (PULPI);Andalucia;Provincia de Almería
4640;Pulpi;PULPI;Andalucia;Provincia de Almería
4640;Caparroses, Los (Pulpi);CAPARROSES, LOS (PULPI);Andalucia;Provincia de Almería
4647;Las Canalejas;LAS CANALEJAS;Andalucia;Provincia de Almería
4647;Vizcaino;VIZCAINO;Andalucia;Provincia de Almería
4647;Los Pinares;LOS PINARES;Andalucia;Provincia de Almería
4647;El Convoy;EL CONVOY;Andalucia;Provincia de Almería
4647;Pozo De La Higuera;POZO DE LA HIGUERA;Andalucia;Provincia de Almería
4647;Los Guiraos;LOS GUIRAOS;Andalucia;Provincia de Almería
4647;Los Aznares;LOS AZNARES;Andalucia;Provincia de Almería
4647;Benzal;BENZAL;Andalucia;Provincia de Almería
4647;Los Campoys;LOS CAMPOYS;Andalucia;Provincia de Almería
4647;La Fuente;LA FUENTE;Andalucia;Provincia de Almería
4647;La Herradura;LA HERRADURA;Andalucia;Provincia de Almería
4648;Pozo Del Esparto (Cuevas Del Almanzora);POZO DEL ESPARTO (CUEVAS DEL ALMANZORA);Andalucia;Provincia de Almería
4648;Barrio Mortero;BARRIO MORTERO;Andalucia;Provincia de Almería
4648;San Juan De Los Terreros;SAN JUAN DE LOS TERREROS;Andalucia;Provincia de Almería
4648;El Cocon;EL COCON;Andalucia;Provincia de Almería
4648;Pilar De Jaravia;PILAR DE JARAVIA;Andalucia;Provincia de Almería
4648;Cala Panizo;CALA PANIZO;Andalucia;Provincia de Almería
4648;El Calon;EL CALON;Andalucia;Provincia de Almería
4649;Estacion, La (San Miguel De Pulpi);ESTACION, LA (SAN MIGUEL DE PULPI);Andalucia;Provincia de Almería
4650;Fuente Del Pino;FUENTE DEL PINO;Andalucia;Provincia de Almería
4650;Almajalejo (Zurgena);ALMAJALEJO (ZURGENA);Andalucia;Provincia de Almería
4650;Llanos, Los (Zurgena);LLANOS, LOS (ZURGENA);Andalucia;Provincia de Almería
4650;Los Menchones;LOS MENCHONES;Andalucia;Provincia de Almería
4650;Zurgena;ZURGENA;Andalucia;Provincia de Almería
4660;Los Carrascos;LOS CARRASCOS;Andalucia;Provincia de Almería
4660;Casablanca (Arboleas);CASABLANCA (ARBOLEAS);Andalucia;Provincia de Almería
4660;Arboleas;ARBOLEAS;Andalucia;Provincia de Almería
4660;El Chopo;EL CHOPO;Andalucia;Provincia de Almería
4660;Los Blesas;LOS BLESAS;Andalucia;Provincia de Almería
4660;Hoya, La (Arboleas);HOYA, LA (ARBOLEAS);Andalucia;Provincia de Almería
4660;Los Garcias;LOS GARCIAS;Andalucia;Provincia de Almería
4660;La Cinta;LA CINTA;Andalucia;Provincia de Almería
4660;Los Colorados;LOS COLORADOS;Andalucia;Provincia de Almería
4660;Los Castos;LOS CASTOS;Andalucia;Provincia de Almería
4660;Los Peraltas;LOS PERALTAS;Andalucia;Provincia de Almería
4660;Prado, El (La Cinta);PRADO, EL (LA CINTA);Andalucia;Provincia de Almería
4660;Los Huevanillas;LOS HUEVANILLAS;Andalucia;Provincia de Almería
4660;Rincon, El (La Cinta);RINCON, EL (LA CINTA);Andalucia;Provincia de Almería
